ID_ARTC,LB_VENT_RAYN,LB_VENT_FAML,LB_VENT_SOUS_FAML
2136,BAZAR LEGER,AMPOULES,AMPOULES - SS-FAML 3
2320,SURGELES,SURGELES SUCRE,SURGELES SUCRE - SS-FAML 1
1033,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 4
2027,EPICERIE SALEE,CONDIMENTS ET SAUCES FROIDES,CONDIMENTS ET SAUCES FROIDES - SS-FAML 3
2222,BAZAR LEGER,PLASTIQUE,PLASTIQUE - SS-FAML 1
1916,EPICERIE SUCREE,CAFES / CHICOREE,CAFES / CHICOREE - SS-FAML 7
1391,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 1
1672,CREMERIE LS,CREMES UHT,CREMES UHT
1763,EPICERIE SALEE,SAUCE SALADE/JUS DE CITRON,SAUCE SALADE/JUS DE CITRON - SS-FAML 3
2235,EPICERIE SALEE,HUILES,HUILES - SS-FAML 3
1600,D.P.H.,ENTRETIEN,ENTRETIEN - SS-FAML 5
2101,EPICERIE SUCREE,AIDE PATISSERIE DESSERT,AIDE PATISSERIE DESSERT - SS-FAML 3
670,EPICERIE SUCREE,CONFISERIES CHOCOLATS NOEL,CONFISERIES CHOCOLATS NOEL
1983,LIQUIDES,BOISSONS GAZEUSES ET PLATES,BOISSONS GAZEUSES ET PLATES - SS-FAML 3
752,D.P.H.,EMBALLAGES / EPONGES,EMBALLAGES / EPONGES - SS-FAML 3
637,VOLAILLE LS,VOLAILLES LS,VOLAILLES LS - SS-FAML 3
1591,CREMERIE LS,ULTRA FRAIS,ULTRA FRAIS - SS-FAML 1
209,D.P.H.,PAPIERS HYGIENIQUES,PAPIERS HYGIENIQUES
550,LIQUIDES,EAUX MINERALES / SOURCES,EAUX MINERALES / SOURCES - SS-FAML 2
1929,LIQUIDES,SIROPS ET CONCENTRES,SIROPS ET CONCENTRES - SS-FAML 1
1021,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 1
422,CREMERIE LS,BEURRE LS,BEURRE LS
1307,EPICERIE SALEE,POTAGES,POTAGES - SS-FAML 2
595,PAIN PAT LS INDUS,PATISSERIE LS TRADITIONNELLE,PATISSERIE LS TRADITIONNELLE - SS-FAML 4
469,CREMERIE LS,BEURRE LS,BEURRE LS
1928,EPICERIE SALEE,PLATS CUISINES ET A PREPARER,PLATS CUISINES ET A PREPARER - SS-FAML 6
1128,LIQUIDES,JUS DE FRUITS,JUS DE FRUITS - SS-FAML 1
97,D.P.H.,PAPIERS HYGIENIQUES,PAPIERS HYGIENIQUES
2072,EPICERIE SALEE,CONSERVES DE LEGUMES,CONSERVES DE LEGUMES - SS-FAML 3
2269,LIQUIDES,VINS SUPERIEURS ET VINS FINS,VINS SUPERIEURS ET VINS FINS - SS-FAML 12
962,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 8
1287,EPICERIE SALEE,SAUCES PATES ET RIZ / COULIS,SAUCES PATES ET RIZ / COULIS - SS-FAML 1
143,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 1
861,EPICERIE SALEE,CONDIMENTS ET SAUCES FROIDES,CONDIMENTS ET SAUCES FROIDES - SS-FAML 5
292,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 1
1803,EPICERIE SUCREE,DIETETIQUE,DIETETIQUE - SS-FAML 2
582,LIQUIDES,JUS DE FRUITS,JUS DE FRUITS - SS-FAML 2
591,FRUITS ET LEGUMES,F/L RAYON REFRIGERE,F/L RAYON REFRIGERE
1762,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 9
816,CREMERIE LS,ULTRA FRAIS,ULTRA FRAIS - SS-FAML 2
7,CREMERIE LS,BEURRE LS,BEURRE LS
2403,D.P.H.,HOMME,HOMME - SS-FAML 3
2117,EPICERIE SALEE,CONDIMENTS ET SAUCES FROIDES,CONDIMENTS ET SAUCES FROIDES - SS-FAML 5
1207,LIQUIDES,EAUX MINERALES / SOURCES,EAUX MINERALES / SOURCES - SS-FAML 1
1887,PAIN PAT LS INDUS,PATISSERIE LS TRADITIONNELLE,PATISSERIE LS TRADITIONNELLE - SS-FAML 1
234,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 6
132,LIQUIDES,JUS DE FRUITS,JUS DE FRUITS - SS-FAML 1
914,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 7
1679,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 9
1625,EPICERIE SUCREE,BIO,BIO - SS-FAML 2
1742,EPICERIE SALEE,PRODUITS SALES APERITIFS,PRODUITS SALES APERITIFS - SS-FAML 2
1131,SURGELES,SURGELES LEGUMES,SURGELES LEGUMES - SS-FAML 3
1511,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 1
2182,D.P.H.,DENTAIRE,DENTAIRE - SS-FAML 1
832,EPICERIE SUCREE,CHOCOLATS TABLETTE,CHOCOLATS TABLETTE - SS-FAML 4
2263,D.P.H.,CAPILLAIRE HORS HOMME,CAPILLAIRE HORS HOMME - SS-FAML 2
587,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 2
1202,BOUCHERIE LS,ELABORES SAUCISSERIE LS,ELABORES SAUCISSERIE LS - SS-FAML 1
1660,EPICERIE SALEE,EPICES ET POIVRES,EPICES ET POIVRES - SS-FAML 2
1823,EPICERIE SALEE,PRODUITS DU MONDE,PRODUITS DU MONDE - SS-FAML 5
2102,EPICERIE SUCREE,CONFIT-COMPOTE FRUITS AU SIROP,CONFIT-COMPOTE FRUITS AU SIROP - SS-FAML 3
901,LIQUIDES,BOISSONS GAZEUSES ET PLATES,BOISSONS GAZEUSES ET PLATES - SS-FAML 3
2109,EPICERIE SALEE,CONSERVES DE LEGUMES,CONSERVES DE LEGUMES - SS-FAML 2
2488,D.P.H.,CAPILLAIRE HORS HOMME,CAPILLAIRE HORS HOMME - SS-FAML 1
28,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 2
280,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 6
266,CREMERIE LS,OEUFS,OEUFS
17,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 1
1320,CREMERIE LS,ULTRA FRAIS,ULTRA FRAIS - SS-FAML 1
99,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 3
100,CREMERIE LS,OEUFS,OEUFS
408,EPICERIE SALEE,PRODUITS SALES APERITIFS,PRODUITS SALES APERITIFS - SS-FAML 5
444,D.P.H.,EMBALLAGES / EPONGES,EMBALLAGES / EPONGES - SS-FAML 2
1421,LIQUIDES,BOISSONS GAZEUSES ET PLATES,BOISSONS GAZEUSES ET PLATES - SS-FAML 4
2495,D.P.H.,BIO PARFUMERIE,BIO PARFUMERIE
1036,BOUCHERIE LS,STEACK HACHES LS,STEACK HACHES LS
2070,EPICERIE SUCREE,BISCOTTES ET PAINS GRILLES,BISCOTTES ET PAINS GRILLES - SS-FAML 2
678,CREMERIE LS,ULTRA FRAIS,ULTRA FRAIS - SS-FAML 1
593,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 6
299,EPICERIE SUCREE,SUCRES,SUCRES - SS-FAML 1
1581,D.P.H.,EMBALLAGES / EPONGES,EMBALLAGES / EPONGES - SS-FAML 1
2220,EPICERIE SALEE,PLATS CUISINES ET A PREPARER,PLATS CUISINES ET A PREPARER - SS-FAML 5
295,CREMERIE LS,BEURRE LS,BEURRE LS
254,EPICERIE SUCREE,CHOCOLATS TABLETTE,CHOCOLATS TABLETTE - SS-FAML 2
94,EPICERIE SUCREE,SUCRES,SUCRES - SS-FAML 1
2046,BAZAR LEGER,JOUETS,JOUETS - SS-FAML 2
1724,LIQUIDES,VINS SUPERIEURS ET VINS FINS,VINS SUPERIEURS ET VINS FINS - SS-FAML 8
1662,CREMERIE LS,ULTRA FRAIS,ULTRA FRAIS - SS-FAML 1
1368,D.P.H.,ENTRETIEN,ENTRETIEN - SS-FAML 1
2327,D.P.H.,CAPILLAIRE HORS HOMME,CAPILLAIRE HORS HOMME - SS-FAML 2
976,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 5
1981,EPICERIE SUCREE,BISCUITERIE,BISCUITERIE - SS-FAML 9
161,EPICERIE SUCREE,CONFISERIE CHOCOLAT PAQUES,CONFISERIE CHOCOLAT PAQUES - SS-FAML 1
54,CREMERIE LS,LAIT LS,LAIT LS - SS-FAML 2
2175,EPICERIE SUCREE,AIDE PATISSERIE DESSERT,AIDE PATISSERIE DESSERT - SS-FAML 4
1419,LIQUIDES,BIERES ET CIDRES,BIERES ET CIDRES - SS-FAML 1
230,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 7
2151,EPICERIE SUCREE,CHOCOLATS TABLETTE,CHOCOLATS TABLETTE - SS-FAML 4
1474,SURGELES,SURGELES SUCRE,SURGELES SUCRE - SS-FAML 2
2010,CREMERIE LS,JUS ET BOISSONS FRAIS,JUS ET BOISSONS FRAIS - SS-FAML 2
818,EPICERIE SALEE,CHIPS,CHIPS - SS-FAML 1
773,BOUCHERIE LS,STEACK HACHES LS,STEACK HACHES LS
1516,EPICERIE SUCREE,BISCUITERIE,BISCUITERIE - SS-FAML 2
1467,PAIN PAT LS INDUS,VIENNOISERIE LS INDUS,VIENNOISERIE LS INDUS - SS-FAML 2
289,LIQUIDES,EAUX MINERALES / SOURCES,EAUX MINERALES / SOURCES - SS-FAML 3
1515,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 8
189,CREMERIE LS,BEURRE LS,BEURRE LS
2397,D.P.H.,HYGIENE DU BEBE,HYGIENE DU BEBE - SS-FAML 3
272,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 1
304,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 8
414,CREMERIE LS,LAIT LS,LAIT LS - SS-FAML 1
18,EPICERIE SUCREE,SUCRES,SUCRES - SS-FAML 1
2026,EPICERIE SALEE,SAUCES PATES ET RIZ / COULIS,SAUCES PATES ET RIZ / COULIS - SS-FAML 1
1973,EPICERIE SUCREE,BIO,BIO - SS-FAML 4
523,BAZAR LEGER,JARDINAGE,JARDINAGE
1508,EPICERIE SUCREE,BIO,BIO - SS-FAML 9
333,CREMERIE LS,OEUFS,OEUFS
971,CREMERIE LS,LAIT LS,LAIT LS - SS-FAML 1
2465,BAZAR LEGER,EQUIPEMENT ACC AUTO,EQUIPEMENT ACC AUTO - SS-FAML 2
2062,EPICERIE SALEE,SOLUTION CULINAIRE,SOLUTION CULINAIRE - SS-FAML 2
1636,CREMERIE LS,ULTRA FRAIS,ULTRA FRAIS - SS-FAML 3
1173,EPICERIE SALEE,PRODUITS SALES APERITIFS,PRODUITS SALES APERITIFS - SS-FAML 2
690,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 5
2108,EPICERIE SALEE,SOLUTION CULINAIRE,SOLUTION CULINAIRE - SS-FAML 3
327,EPICERIE SUCREE,CONFIT-COMPOTE FRUITS AU SIROP,CONFIT-COMPOTE FRUITS AU SIROP - SS-FAML 8
268,LIQUIDES,BOISSONS GAZEUSES ET PLATES,BOISSONS GAZEUSES ET PLATES - SS-FAML 3
1322,SURGELES,SURGELES SUCRE,SURGELES SUCRE - SS-FAML 6
618,ALIMENTATION POUR ANIMAUX,ALIMENTS POUR CHATS,ALIMENTS POUR CHATS - SS-FAML 1
270,LIQUIDES,EAUX MINERALES / SOURCES,EAUX MINERALES / SOURCES - SS-FAML 2
1380,D.P.H.,HYGIENE FEMININE,HYGIENE FEMININE - SS-FAML 2
1785,D.P.H.,MOUCHOIR,MOUCHOIR
1891,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 3
1990,EPICERIE SALEE,CONSERVES DE LEGUMES,CONSERVES DE LEGUMES - SS-FAML 8
1214,CREMERIE LS,ULTRA FRAIS,ULTRA FRAIS - SS-FAML 2
1930,SURGELES,SURGELES LEGUMES,SURGELES LEGUMES - SS-FAML 1
1344,CREMERIE LS,CREMERIE FRAICHE,CREMERIE FRAICHE
1441,EPICERIE SUCREE,BISCOTTES ET PAINS GRILLES,BISCOTTES ET PAINS GRILLES - SS-FAML 3
85,CREMERIE LS,LAIT LS,LAIT LS - SS-FAML 2
862,CREMERIE LS,BEURRE LS,BEURRE LS
687,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 12
1012,EPICERIE SUCREE,LAITS BOITES ET TUBES,LAITS BOITES ET TUBES - SS-FAML 1
1116,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 5
489,LIQUIDES,VINS DE TABLE,VINS DE TABLE - SS-FAML 1
1309,LIQUIDES,BOISSONS GAZEUSES ET PLATES,BOISSONS GAZEUSES ET PLATES - SS-FAML 1
2396,LIQUIDES,EAU DE VIE/WHISKY/LIQU/ALC BLC,EAU DE VIE/WHISKY/LIQU/ALC BLC - SS-FAML 1
2295,LIQUIDES,CHAMPAGNES,CHAMPAGNES - SS-FAML 1
754,EPICERIE SUCREE,BISCUITERIE,BISCUITERIE - SS-FAML 2
364,EPICERIE SUCREE,SUCRES,SUCRES - SS-FAML 1
903,ALIMENTATION POUR ANIMAUX,PRODUITS POUR ANIMAUX,PRODUITS POUR ANIMAUX - SS-FAML 1
1701,LIQUIDES,VINS SUPERIEURS ET VINS FINS,VINS SUPERIEURS ET VINS FINS - SS-FAML 12
883,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 2
1415,EPICERIE SALEE,PLATS CUISINES ET A PREPARER,PLATS CUISINES ET A PREPARER - SS-FAML 3
1016,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 2
211,EPICERIE SUCREE,CONFISERIE CHOCOLAT PAQUES,CONFISERIE CHOCOLAT PAQUES - SS-FAML 2
432,EPICERIE SALEE,FARINE/FECULE/SEMOULE/TAPIOCA,FARINE/FECULE/SEMOULE/TAPIOCA - SS-FAML 1
1280,CHARCUTERIE TRAITEUR LS,SAUCISSONS SAUCISSES SECHES,SAUCISSONS SAUCISSES SECHES - SS-FAML 6
948,PAIN PAT LS INDUS,PAIN DE MIE ET ASSIMILES,PAIN DE MIE ET ASSIMILES - SS-FAML 2
1114,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 1
1854,BOUCHERIE LS,ELABORES SAUCISSERIE LS,ELABORES SAUCISSERIE LS - SS-FAML 1
529,CREMERIE LS,CREMES UHT,CREMES UHT
401,FRUITS ET LEGUMES,F/L RAYON REFRIGERE,F/L RAYON REFRIGERE
1484,CREMERIE LS,ULTRA FRAIS,ULTRA FRAIS - SS-FAML 1
2365,EPICERIE SUCREE,ALIMENTATION POUR BEBE,ALIMENTATION POUR BEBE - SS-FAML 9
1646,VOLAILLE LS,VOLAILLES LS,VOLAILLES LS - SS-FAML 4
1691,SURGELES,SURGELES TRAITEUR,SURGELES TRAITEUR - SS-FAML 1
993,CREMERIE LS,CREMES UHT,CREMES UHT
291,EPICERIE SALEE,CONSERVES DE POISSONS,CONSERVES DE POISSONS - SS-FAML 2
485,EPICERIE SALEE,PATES ALIMENTAIRES,PATES ALIMENTAIRES - SS-FAML 1
500,EPICERIE SALEE,CONSERVES DE LEGUMES,CONSERVES DE LEGUMES - SS-FAML 8
1159,CREMERIE LS,MARGARINE/PATE A TARTINER,MARGARINE/PATE A TARTINER
1706,SURGELES,SURGELES TRAITEUR,SURGELES TRAITEUR - SS-FAML 2
1559,CREMERIE LS,MARGARINE/PATE A TARTINER,MARGARINE/PATE A TARTINER
2142,PAIN PAT LS INDUS,VIENNOISERIE LS INDUS,VIENNOISERIE LS INDUS - SS-FAML 2
452,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 6
1936,SURGELES,SURGELES SUCRE,SURGELES SUCRE - SS-FAML 2
2492,D.P.H.,HOMME,HOMME - SS-FAML 1
22,EPICERIE SALEE,FARINE/FECULE/SEMOULE/TAPIOCA,FARINE/FECULE/SEMOULE/TAPIOCA - SS-FAML 1
982,LIQUIDES,VINS SUPERIEURS ET VINS FINS,VINS SUPERIEURS ET VINS FINS - SS-FAML 13
646,EPICERIE SALEE,PRODUITS SALES APERITIFS,PRODUITS SALES APERITIFS - SS-FAML 2
909,CREMERIE LS,ULTRA FRAIS,ULTRA FRAIS - SS-FAML 1
258,EPICERIE SALEE,CHIPS,CHIPS - SS-FAML 1
1502,EPICERIE SUCREE,CAFES / CHICOREE,CAFES / CHICOREE - SS-FAML 7
2089,BAZAR LEGER,BRICOLAGE,BRICOLAGE - SS-FAML 1
315,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 4
1285,CREMERIE LS,ULTRA FRAIS,ULTRA FRAIS - SS-FAML 4
954,LIQUIDES,JUS DE FRUITS,JUS DE FRUITS - SS-FAML 1
2144,D.P.H.,CAPILLAIRE HORS HOMME,CAPILLAIRE HORS HOMME - SS-FAML 3
1191,SURGELES,SURGELES LEGUMES,SURGELES LEGUMES - SS-FAML 1
261,CREMERIE LS,OEUFS,OEUFS
2126,D.P.H.,DENTAIRE,DENTAIRE - SS-FAML 2
2167,D.P.H.,ENTRETIEN,ENTRETIEN - SS-FAML 9
577,EPICERIE SUCREE,CHOCOLATS TABLETTE,CHOCOLATS TABLETTE - SS-FAML 5
192,LIQUIDES,EAUX MINERALES / SOURCES,EAUX MINERALES / SOURCES - SS-FAML 2
1574,EPICERIE SUCREE,BISCOTTES ET PAINS GRILLES,BISCOTTES ET PAINS GRILLES - SS-FAML 1
658,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 2
1026,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 6
2363,D.P.H.,BEAUTE,BEAUTE - SS-FAML 2
335,EPICERIE SALEE,CHIPS,CHIPS - SS-FAML 2
1688,D.P.H.,ENTRETIEN,ENTRETIEN - SS-FAML 2
2305,EPICERIE SALEE,EPICES ET POIVRES,EPICES ET POIVRES - SS-FAML 1
928,EPICERIE SALEE,CONSERVES DE POISSONS,CONSERVES DE POISSONS - SS-FAML 3
178,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 1
494,D.P.H.,PAPIERS HYGIENIQUES,PAPIERS HYGIENIQUES
766,SURGELES,SURGELES SUCRE,SURGELES SUCRE - SS-FAML 6
431,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 6
994,EPICERIE SUCREE,CONFISERIE DE SUCRE,CONFISERIE DE SUCRE - SS-FAML 2
801,CREMERIE LS,ULTRA FRAIS,ULTRA FRAIS - SS-FAML 3
1534,EPICERIE SALEE,PATES ALIMENTAIRES,PATES ALIMENTAIRES - SS-FAML 1
1869,EPICERIE SALEE,CONSERVES DE POISSONS,CONSERVES DE POISSONS - SS-FAML 3
1752,EPICERIE SALEE,PATES ALIMENTAIRES,PATES ALIMENTAIRES - SS-FAML 1
984,D.P.H.,DENTAIRE,DENTAIRE - SS-FAML 2
2179,FRUITS ET LEGUMES,F/L LONGUE CONSERVATION,F/L LONGUE CONSERVATION
981,SAURISSERIE,TRAITEUR DE LA MER LS IND,TRAITEUR DE LA MER LS IND - SS-FAML 1
843,EPICERIE SUCREE,BISCOTTES ET PAINS GRILLES,BISCOTTES ET PAINS GRILLES - SS-FAML 1
1587,EPICERIE SUCREE,BISCUITERIE,BISCUITERIE - SS-FAML 3
1439,BAZAR LEGER,VAISSELLE-VERRERIE-COUVERTS,VAISSELLE-VERRERIE-COUVERTS - SS-FAML 1
2171,EPICERIE SALEE,PRODUITS DU MONDE,PRODUITS DU MONDE - SS-FAML 3
2381,EPICERIE SUCREE,AIDE PATISSERIE DESSERT,AIDE PATISSERIE DESSERT - SS-FAML 4
1034,EPICERIE SUCREE,AIDE PATISSERIE DESSERT,AIDE PATISSERIE DESSERT - SS-FAML 3
1932,SURGELES,SURGELES TRAITEUR,SURGELES TRAITEUR - SS-FAML 5
2297,D.P.H.,ENTRETIEN,ENTRETIEN - SS-FAML 2
604,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 1
1810,PAIN PAT LS INDUS,PAIN DE MIE ET ASSIMILES,PAIN DE MIE ET ASSIMILES - SS-FAML 2
663,LIQUIDES,JUS DE FRUITS,JUS DE FRUITS - SS-FAML 1
1397,PAIN PAT LS INDUS,VIENNOISERIE LS INDUS,VIENNOISERIE LS INDUS - SS-FAML 2
819,LIQUIDES,EAUX MINERALES / SOURCES,EAUX MINERALES / SOURCES - SS-FAML 2
795,EPICERIE SUCREE,CAFES / CHICOREE,CAFES / CHICOREE - SS-FAML 5
2290,EPICERIE SALEE,PLATS CUISINES ET A PREPARER,PLATS CUISINES ET A PREPARER - SS-FAML 5
1066,EPICERIE SALEE,PRODUITS DU MONDE,PRODUITS DU MONDE - SS-FAML 1
1568,EPICERIE SUCREE,DIETETIQUE,DIETETIQUE - SS-FAML 4
1794,SURGELES,SURGELES TRAITEUR,SURGELES TRAITEUR - SS-FAML 1
1720,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 2
302,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 1
1872,EPICERIE SALEE,CONDIMENTS ET SAUCES FROIDES,CONDIMENTS ET SAUCES FROIDES - SS-FAML 1
815,EPICERIE SALEE,PRODUITS SALES APERITIFS,PRODUITS SALES APERITIFS - SS-FAML 2
443,LIQUIDES,JUS DE FRUITS,JUS DE FRUITS - SS-FAML 1
2063,ALIMENTATION POUR ANIMAUX,ALIMENTS POUR CHATS,ALIMENTS POUR CHATS - SS-FAML 3
2425,D.P.H.,ENTRETIEN,ENTRETIEN - SS-FAML 1
1900,EPICERIE SALEE,RIZ PUREE COUSCOUS  LEG SEC,RIZ PUREE COUSCOUS  LEG SEC - SS-FAML 4
1917,EPICERIE SUCREE,CEREALES ET BARRES CEREALIERES,CEREALES ET BARRES CEREALIERES - SS-FAML 1
911,FRUITS ET LEGUMES,F/L RAYON REFRIGERE,F/L RAYON REFRIGERE
1702,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 1
1924,D.P.H.,HYGIENE FEMININE,HYGIENE FEMININE - SS-FAML 4
1270,EPICERIE SALEE,CONSERVES DE POISSONS,CONSERVES DE POISSONS - SS-FAML 4
1183,EPICERIE SALEE,PRODUITS DU MONDE,PRODUITS DU MONDE - SS-FAML 5
917,CHARCUTERIE TRAITEUR LS,TRAITEUR LS,TRAITEUR LS - SS-FAML 7
1593,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 5
1043,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 5
1758,PAIN PAT LS INDUS,VIENNOISERIE LS INDUS,VIENNOISERIE LS INDUS - SS-FAML 2
2031,BAZAR LEGER,VAISSELLE A JETER,VAISSELLE A JETER - SS-FAML 4
1976,D.P.H.,DENTAIRE,DENTAIRE - SS-FAML 2
1164,SAURISSERIE,TRAITEUR DE LA MER LS IND,TRAITEUR DE LA MER LS IND - SS-FAML 3
759,SURGELES,SURGELES SUCRE,SURGELES SUCRE - SS-FAML 6
2088,SURGELES,SURGELES VIANDE,SURGELES VIANDE
1553,LIQUIDES,MOUSSEUX ET PETILLANTS,MOUSSEUX ET PETILLANTS - SS-FAML 1
505,LIQUIDES,BIERES ET CIDRES,BIERES ET CIDRES - SS-FAML 2
684,CREMERIE LS,CREMES UHT,CREMES UHT
1911,BAZAR LEGER,PLASTIQUE,PLASTIQUE - SS-FAML 2
2362,BAZAR LEGER,LUBRIFIANTS,LUBRIFIANTS
442,LIQUIDES,BOISSONS GAZEUSES ET PLATES,BOISSONS GAZEUSES ET PLATES - SS-FAML 8
2051,EPICERIE SALEE,PRODUITS SALES APERITIFS,PRODUITS SALES APERITIFS - SS-FAML 1
1240,EPICERIE SALEE,POTAGES,POTAGES - SS-FAML 3
1039,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 4
2427,BAZAR LEGER,PILES,PILES - SS-FAML 1
2314,BAZAR LEGER,ECRIRE COLLER CORRIGER,ECRIRE COLLER CORRIGER - SS-FAML 7
518,CREMERIE LS,LAIT LS,LAIT LS - SS-FAML 2
2121,BAZAR LEGER,PAPIERS,PAPIERS - SS-FAML 6
1020,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 9
503,SAURISSERIE,TRAITEUR DE LA MER LS IND,TRAITEUR DE LA MER LS IND - SS-FAML 2
482,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 5
1947,EPICERIE SALEE,PRODUITS SALES APERITIFS,PRODUITS SALES APERITIFS - SS-FAML 3
1089,CREMERIE LS,BEURRE LS,BEURRE LS
1874,LIQUIDES,SIROPS ET CONCENTRES,SIROPS ET CONCENTRES - SS-FAML 1
852,LIQUIDES,EAUX MINERALES / SOURCES,EAUX MINERALES / SOURCES - SS-FAML 2
986,CREMERIE LS,FROMAGE LS,FROMAGE LS - SS-FAML 2
1960,LIQUIDES,BIERES ET CIDRES,BIERES ET CIDRES - SS-FAML 2
2298,EPICERIE SUCREE,CONFIT-COMPOTE FRUITS AU SIROP,CONFIT-COMPOTE FRUITS AU SIROP - SS-FAML 1
737,EPICERIE SUCREE,CONFIT-COMPOTE FRUITS AU SIROP,CONFIT-COMPOTE FRUITS AU SIROP - SS-FAML 5
1201,CREMERIE LS,ULTRA FRAIS,ULTRA FRAIS - SS-FAML 3
1661,D.P.H.,HYGIENE FEMININE,HYGIENE FEMININE - SS-FAML 1
2253,ALIMENTATION POUR ANIMAUX,ALIMENTS POUR CHATS,ALIMENTS POUR CHATS - SS-FAML 1
379,PAIN PAT LS INDUS,PATISSERIE LS TRADITIONNELLE,PATISSERIE LS TRADITIONNELLE - SS-FAML 3
1769,ALIMENTATION POUR ANIMAUX,PRODUITS POUR ANIMAUX,PRODUITS POUR ANIMAUX - SS-FAML 3
2037,BAZAR LEGER,VAISSELLE A JETER,VAISSELLE A JETER - SS-FAML 5
88,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 1
926,CHARCUTERIE TRAITEUR LS,CHARCUTERIE LS ET SALAISON,CHARCUTERIE LS ET SALAISON - SS-FAML 2
451,SURGELES,SURGELES LEGUMES,SURGELES LEGUMES - SS-FAML 3
1425,EPICERIE SUCREE,CONFIT-COMPOTE FRUITS AU SIROP,CONFIT-COMPOTE FRUITS AU SIROP - SS-FAML 3
2100,FRUITS ET LEGUMES,F/L LONGUE CONSERVATION,F/L LONGUE CONSERVATION
1301,ALIMENTATION POUR ANIMAUX,ALIMENTS POUR CHATS,ALIMENTS POUR CHATS - SS-FAML 1
